vid,mos,width,height,pixfmt,framerate,nb_frames,bitdepth,bitrate
0_05_07_1617556647-yase,48.1447,1920,1080,yuv420p,30.0,240,8,1376027
0_05_07_1618985575-yase,54.0738,1440,2560,yuv420p,60.0,480,8,19221965
0_05_07_1620979542-yase,35.4247,1280,576,yuv420p,33.18114585693321,266,8,1050974
0_05_07_500001603805938-yase,52.363,1920,1080,yuv420p,30.0,240,8,4030958
0_05_07_500001604101963-yase,58.7561,1920,1080,yuv420p,30.0,240,8,8154532
0_05_07_500001607305645-yase,67.4057,1080,1920,yuv420p,30.0,240,8,580375
0_05_07_500001607345464-yase,54.8623,1080,1920,yuv420p,30.0,240,8,1347343
0_05_07_500001609304824-yase,41.2478,960,720,yuv420p,30.0,240,8,476659
0_05_07_500001610443648-yase,52.4783,720,1440,yuvj420p,30.0,240,8,1570293
0_05_07_500001610469140-yase,32.5221,1280,720,yuv420p,30.0,240,8,2442259
0_05_07_500001611403808-yase,39.4461,1440,2560,yuv420p,60.0,480,8,6805006
0_05_07_500001611413981-yase,28.7172,854,480,yuv420p,30.0,240,8,279082
0_05_07_500001615651665-yase,47.646,1920,1080,yuv420p,30.0,240,8,6617331
0_05_07_500001615706878-yase,41.3915,1920,1080,yuv420p,30.0,240,8,6315996
0_05_08_25642865711-yase,42.6234,1920,1080,yuv420p,30.0,240,8,1335648
0_05_08_25643783388-yase,48.5851,1080,2118,yuv420p,30.0,240,8,3667339
0_05_08_25659183322-yase,48.8074,1920,1080,yuv420p,30.0,240,8,7912847
0_05_08_25684869312-yase,58.8083,1920,1080,yuv420p,60.0,480,8,10811924
0_05_08_25687755313-yase,52.5893,3840,2160,yuv420p,30.0,240,8,21519517
0_05_08_25695947680-yase,61.2274,720,960,yuv420p,30.0,240,8,2598726
0_05_08_25697649509-yase,32.3983,1920,1080,yuv420p,30.0,240,8,5138345
0_05_08_25698111098-yase,52.7339,1920,1080,yuv420p,30.0,240,8,2482767
0_05_08_25699158974-yase,51.2313,1920,1080,yuv420p,30.0,240,8,6265224
0_05_08_25703354270-yase,58.0232,1920,1080,yuv420p,30.0,240,8,4716442
0_05_08_25704402378-yase,66.909,720,1280,yuv420p,30.0,240,8,1655780
0_05_08_25712853336-yase,40.8897,1920,1080,yuv420p,60.0,480,8,4170074
0_05_08_25715214877-yase,56.806,1920,1080,yuv420p,30.0,240,8,2890293
0_05_08_25719866230-yase,56.7306,1080,1920,yuv420p,30.0,240,8,8418813
0_05_08_25721242585-yase,27.5276,854,480,yuv420p,30.0,240,8,667367
0_05_08_25729304948-yase,68.8457,1920,1080,yuv420p,30.0,240,8,11978272
0_05_08_25738805715-yase,67.3946,1080,1920,yuv420p,30.0,240,8,3770753
0_05_08_25741495720-yase,53.4639,854,480,yuv420p,24.0,192,8,61889
0_05_08_25747981691-yase,54.2413,1920,1080,yuv420p,120.0,959,8,4261859
0_05_08_25755388080-yase,63.5441,1920,1080,yuv420p,59.94005994005994,480,8,3293021
0_05_08_25769018458-yase,52.4363,1080,1926,yuv420p,30.0,240,8,4791088
0_05_08_25769412848-yase,46.3863,1080,1920,yuv420p,30.0,240,8,4744909
0_05_08_25782126659-yase,26.6368,1280,720,yuv420p,24.0,192,8,2369549
0_05_08_25793855682-yase,20.4844,1280,720,yuv420p,30.0,240,8,1708465
0_05_08_25813648679-yase,65.5142,1080,1920,yuv420p,60.0,480,8,8975689
0_05_08_25816076092-yase,35.8357,1920,1080,yuv420p,50.0,400,8,1861889
0_05_08_25816401682-yase,34.0789,1920,1080,yuv420p,60.0,480,8,5403118
0_05_08_25820136726-yase,58.4962,1920,1080,yuv420p,25.0,200,8,1335291
0_05_08_25820727940-yase,40.1833,1920,1080,yuv420p,30.0,240,8,5469818
0_05_08_25837503034-yase,42.5463,1920,1080,yuv420p,29.97002997002997,240,8,6237663
0_05_08_25837768646-yase,41.0298,1936,1080,yuv420p,30.0,240,8,4247963
0_05_08_25864242916-yase,38.4667,1280,720,yuv420p,25.0,200,8,2370796
0_05_08_25879056351-yase,44.0848,1920,1080,yuv420p,60.0,480,8,17405050
0_05_08_25889934009-yase,47.8542,720,1280,yuv420p,24.0064017071219,193,8,1889418
0_05_08_25893473941-yase,51.2947,1080,1080,yuv420p,30.0,240,8,1001580
0_05_08_25898584991-yase,66.7908,1920,1080,yuv420p,30.0,240,8,4324496
0_05_08_25909004435-yase,62.2566,1080,1920,yuv420p,60.02047625885455,480,8,6361153
0_05_08_25972509529-yase,60.8952,3840,2160,yuv420p,30.0,240,8,21828755
0_05_08_500001659320657-yase,34.0039,1440,1080,yuv420p,30.0,240,8,1665309
0_06_00_1356298453,57.3608,1920,1080,yuv420p,60.0,480,8,17529723
0_06_00_1443226944,33.6104,1440,1080,yuv420p,30.0,240,0,12687952
0_06_00_1483846691,29.6494,1920,1080,yuv420p,30.0,240,0,11098773
0_06_00_1487647306,23.379,960,720,yuv420p,30.0,242,8,2587809
0_06_00_1499225731,52.1069,1080,1920,yuv420p,30.0,240,8,8298466
0_06_00_1514763561,26.487,2160,2160,yuv420p,30.0,240,0,7123583
0_06_00_1516064973,39.8841,1920,1080,yuv420p,25.0,201,8,9018440
0_06_00_1522425162,25.6729,1080,1920,yuv420p,30.0,240,8,10064200
0_06_00_1523540252,60.9551,886,1920,yuv420p,59.94005994005994,480,0,17712807
0_06_00_1525049053,43.7289,1080,1920,yuv420p,30.0,240,8,15847326
0_06_00_1525319964,39.2451,1920,1080,yuv420p,30.0,240,8,9464054
0_06_00_1525518700,60.6008,2160,3840,yuv420p,30.0,242,8,14534267
0_06_00_1526158198,30.3142,1080,1920,yuv420p,30.0,240,0,2341081
0_06_00_1526466665,29.7141,1080,1080,yuv420p,30.0,240,8,17371800
0_06_00_1526763633,64.8896,2160,3840,yuv420p,60.00240009600384,481,0,52210950
0_06_00_1527708256,48.7661,1920,1080,yuv420p,60.0,483,8,11900944
0_06_00_1529884293,37.7068,1080,1920,yuv420p,30.0,240,0,2358235
0_06_00_1530403868,45.5624,1920,1080,yuv420p,30.0,241,8,16266932
0_06_00_1530741395,64.6542,1080,1920,yuv420p,60.0,481,8,15414086
0_06_00_1530782618,62.6016,1080,1920,yuv420p,60.0,482,0,17761869
0_06_00_1531972086,26.7922,1600,1600,yuv420p,55.0,440,8,56827376
0_06_00_1532097635,70.1903,1080,1920,yuv420p,60.0,480,0,17868748
0_06_00_1532241111,57.0919,2160,3840,yuv420p,30.0,240,8,41321934
0_06_00_1532262518,40.6762,1920,1080,yuv420p,30.0,240,0,4909185
0_06_00_1532856467,51.4204,1280,720,yuv420p,30.0,240,8,4930012
0_06_00_1534183420,61.9949,3840,2160,yuv420p,30.0,240,8,59965970
0_06_00_1534797881,21.2863,1920,1080,yuv420p,30.0,240,0,2357207
0_06_00_1535478750,40.1368,2160,3840,yuv420p,30.0,240,0,6590373
0_06_00_1536121744,57.1935,1080,1920,yuv420p,60.00240009600384,471,0,21957071
0_06_00_1536548073,70.1137,3840,2160,yuv420p,60.0,481,8,19858957
0_06_00_1536607473,70.7846,1080,1920,yuv420p,59.94005994005994,481,0,18013650
0_06_00_1537850160,28.7984,3840,2160,yuv420p,30.0,241,8,27046393
0_06_00_1538091054,60.8586,1920,1080,yuv420p,30.0,241,8,10653331
0_06_00_1539671841,60.7883,1080,1920,yuv420p,30.0,241,8,9955118
0_06_00_1539851068,47.1257,1440,2560,yuv420p,30.0,240,8,15704423
0_06_00_1540548451,70.7133,2160,3840,yuv420p,60.00240009600384,481,0,52181924
0_06_00_1540798216,56.9325,1920,1080,yuv420p,30.0,240,8,12125063
0_06_00_1540824562,33.6696,1080,1920,yuv420p,30.0,240,8,9467440
0_06_00_1541756115,68.0531,1920,1080,yuv420p,25.0,200,8,6508425
0_06_00_1543536668,47.1539,1920,1080,yuv420p,30.0,241,8,6174969
0_06_00_1543666569,54.1927,1920,1080,yuv420p,60.0,483,8,13810968
0_06_00_1543744122,66.368,1080,1920,yuv420p10le,60.0,481,0,13072724
0_06_00_1544179106,64.8447,1920,1080,yuv420p,30.0,240,0,9606914
0_06_05_1601320346-yase,56.1261,1920,1080,yuv420p,60.0,480,8,6420122
0_06_05_1604560854-yase,53.6098,1080,1920,yuv420p,29.97002997002997,240,8,3632427
0_06_05_1605521529-yase,36.2908,3840,1728,yuv420p,60.0,480,8,14239577
0_06_05_1606452688-yase,54.9249,1920,1080,yuv420p,25.0,200,8,3164246
0_06_05_1607512696-yase,55.7463,1920,1080,yuv420p,30.0,240,8,1077629
0_06_05_1607947535-yase,56.641,1080,1920,yuv420p,30.0,240,8,2458592
0_06_05_1609685744-yase,63.9985,1080,1920,yuv420p,30.0,240,8,3534927
0_06_05_1611472647-yase,40.6557,720,1280,yuv420p,29.97002997002997,240,8,3682431
0_06_05_1611852535-yase,50.6255,1920,1080,yuv420p,30.0,240,8,6841861
0_06_05_1617403493-yase,57.3289,1080,1920,yuv420p,30.0,240,8,4903083
0_06_05_1618600654-yase,59.8341,1920,1080,yuv420p,30.0,240,8,803592
0_06_05_1621033809-yase,39.2175,1920,1080,yuv420p,30.0,240,8,4007169
0_06_05_1621207417-yase,60.2467,1920,1080,yuv420p,30.0,240,8,1720666
0_06_05_500001603331527-yase,27.2003,1080,1920,yuv420p,30.0,240,8,6935314
0_06_05_500001604030682-yase,31.6906,1920,1080,yuv420p,30.0,240,8,1323847
0_06_05_500001605295034-yase,61.8891,1080,1920,yuv420p,120.0,959,8,6993998
0_06_05_500001612402975-yase,41.8428,590,1280,yuv420p,31.303892687705925,251,8,1110447
0_06_05_500001614747522-yase,44.4736,1080,1906,yuv420p,30.0,240,8,2753295
0_06_06_1600709742-yase,58.2206,1080,1440,yuv420p,60.0,480,8,6512443
0_06_06_1602100119-yase,64.7128,1890,1080,yuv420p,30.0,240,8,339398
0_06_06_1603437252-yase,65.5494,720,1280,yuv420p,30.0,240,8,7433369
0_06_06_1604243866-yase,52.7662,720,1280,yuv420p,60.0,480,8,2459258
0_06_06_1604556630-yase,54.7687,720,1280,yuv420p,30.0,240,8,1189918
0_06_06_1606665083-yase,52.9966,1280,720,yuv420p,59.94005994005994,480,8,2676713
0_06_06_1607704641-yase,36.6352,1080,1920,yuv420p,29.0,232,8,3238762
0_06_06_1608121324-yase,34.4624,360,640,yuv420p,30.0,240,8,604339
0_06_06_1608204317-yase,34.5849,1440,1080,yuv420p,30.0,240,8,2378003
0_06_06_1609565960-yase,57.5469,3840,2160,yuv420p,60.0,480,8,35360425
0_06_06_1609630275-yase,68.343,2160,3840,yuv420p,30.0,240,8,17141760
0_06_06_1610932808-yase,48.3909,1080,1920,yuv420p,30.0,240,8,5421801
0_06_06_1611484629-yase,47.247,1280,720,yuv420p,25.0,200,8,4622669
0_06_06_1611508403-yase,56.8263,1080,1920,yuv420p,30.0,240,8,5890003
0_06_06_1612102347-yase,52.8152,1080,1920,yuv420p,19.75,158,8,2285078
0_06_06_1612253521-yase,66.1489,1080,1920,yuv420p,30.0,240,8,6504860
0_06_06_1615126733-yase,63.1793,1920,1080,yuv420p,30.0,240,8,3502607
0_06_06_1615642277-yase,33.5666,1080,1920,yuv420p,30.0,240,8,5984999
0_06_06_1616801953-yase,33.2433,3840,2160,yuv420p,30.0,240,8,19214878
0_06_06_1618115830-yase,62.7304,1920,1080,yuv420p,25.0,200,8,2845925
0_06_06_500001601476286-yase,46.7973,1920,888,yuv420p,30.0,240,8,5475929
0_06_06_500001601997924-yase,28.5458,1920,1080,yuv420p,30.0,240,8,2892980
0_06_06_500001613039647-yase,15.654,640,480,yuv420p,24.0,192,8,483272
0_06_06_500001613520265-yase,46.8227,2160,1080,yuv420p,50.0,400,8,6662695
0_06_06_500001615523881-yase,41.9528,1920,1080,yuv420p,30.0,240,8,6890346
0_06_07_1601118790-yase,53.385,1920,1080,yuv420p,30.0,240,8,12035772
0_06_07_1601202323-yase,50.0119,720,1280,yuv420p,30.0,240,8,1116735
0_06_07_1601464925-yase,50.3706,720,770,yuvj420p,30.0,240,8,796743
0_06_07_1602193951-yase,62.2628,3840,2160,yuv420p,60.0,480,8,17443145
0_06_07_1602225833-yase,37.8955,1080,1920,yuv420p,30.0,240,8,1721313
0_06_07_1603206703-yase,54.8128,1920,1080,yuv420p,59.94005994005994,480,8,4693403
0_06_07_1603213430-yase,53.3988,1920,1080,yuv420p,30.0,240,8,9573797
0_06_07_1603692168-yase,44.9146,1080,1920,yuv420p,30.0,240,8,3572745
0_06_07_1603811985-yase,56.6078,1920,1080,yuv420p,29.97002997002997,240,8,2265311
0_06_07_1603853199-yase,27.7425,888,492,yuv420p,60.0,480,8,1324565
0_06_07_1604177171-yase,52.0414,1080,1920,yuv420p,30.0,240,8,2176888
0_06_07_1604913441-yase,63.7721,1920,1080,yuv420p,60.0,480,8,3395195
0_06_07_1605286520-yase,50.4186,1920,1080,yuv420p,25.0,200,8,7162768
0_06_07_1605710260-yase,52.2197,1920,1080,yuv420p,30.0,240,8,1949530
0_06_07_1606242886-yase,40.6146,1280,720,yuv420p,30.0,240,8,680376
0_06_07_1607414226-yase,62.0931,1080,1920,yuv420p,30.0,240,8,1752137
0_06_07_1607771753-yase,67.8409,1920,1080,yuv420p,60.0,480,8,6150061
0_06_07_1607939731-yase,68.106,1920,1080,yuv420p,50.0,400,8,1215589
0_06_07_1607977844-yase,39.714,1280,720,yuv420p,25.0,200,8,677952
0_06_07_1608215886-yase,56.573,720,1000,yuvj420p,60.0,480,8,1760370
0_06_07_1609376712-yase,71.0521,1080,1920,yuv420p,60.0,480,8,10294537
0_06_07_1609417887-yase,49.6901,1440,2560,yuv420p,30.0,240,8,7191258
0_06_07_1609731448-yase,28.3708,640,480,yuv420p,24.0,192,8,483717
0_06_07_1609918467-yase,52.9054,1920,1080,yuv420p10le,30.0,240,10,6122470
0_06_07_1609927923-yase,58.0761,1920,1080,yuv420p,23.976023976023978,192,8,2129629
0_06_07_1611171147-yase,44.4881,1920,1080,yuv420p,30.0,240,8,5695176
0_06_07_1611178922-yase,61.4831,1080,1920,yuv420p,30.0,240,8,6470068
0_06_07_1611379534-yase,55.9485,1920,1080,yuv420p,30.0,240,8,1637739
0_06_07_1611843085-yase,38.1918,360,640,yuv420p,29.97,240,8,739583
0_06_07_1612100428-yase,51.4935,1600,2842,yuv420p,45.0,360,8,5704071
0_06_07_1614765665-yase,62.0649,1080,1920,yuv420p,30.005302963095275,240,8,3272354
0_06_07_1615082893-yase,24.4111,856,480,yuv420p,30.0,240,8,831418
0_06_07_1615677574-yase,69.5435,1080,1920,yuv420p,60.0,480,8,3947223
0_06_07_1616121199-yase,61.0924,1080,1920,yuv420p10le,30.0,240,10,4600633
0_06_07_1616138699-yase,50.3225,1080,1906,yuv420p,30.0,240,8,3476946
0_06_07_1617408029-yase,46.9384,1280,720,yuv420p,25.0,200,8,877884
0_06_07_1617410155-yase,54.6583,1920,1080,yuv420p,30.0,240,8,4435672
0_06_07_1617878659-yase,44.1459,1440,1080,yuv420p,30.0,240,8,3239390
0_06_07_1619310039-yase,52.8571,720,1280,yuv420p,30.0,240,8,1010892
0_06_07_1619531177-yase,19.4958,1920,1080,yuv420p,25.0,200,8,4797109
0_06_07_1620257620-yase,57.6615,1080,1920,yuv420p,30.0,240,8,4795704
0_06_07_1620988614-yase,47.1448,1920,1080,yuv420p,30.0,240,8,4319734
0_06_07_500001603128930-yase,56.4052,1920,1080,yuv420p,30.0,240,8,3765175
0_06_07_500001604247501-yase,68.5534,1080,1440,yuv420p,30.0,240,8,496381
0_06_07_500001609897574-yase,54.6114,1920,1080,yuv420p,30.0,240,8,994946
0_06_07_500001609967931-yase,65.25,1080,1920,yuv420p,30.0,240,8,2834184
0_06_07_500001613586839-yase,50.3889,1920,1080,yuv420p,30.0,240,8,8636766
0_06_07_500001613605173-yase,40.8029,1584,720,yuv420p,49.0,392,8,2582351
0_06_08_25622354306-yase,35.6059,1920,1080,yuv420p,30.0,240,8,3072566
0_06_08_25629493642-yase,53.4059,1920,1080,yuv420p,30.0,240,8,926375
0_06_08_25630022442-yase,46.1719,1088,1920,yuv420p,60.0,480,8,2205980
0_06_08_25655249511-yase,48.0255,3840,2160,yuv420p,60.0,480,8,15456113
0_06_08_25662591696-yase,52.5559,1920,1080,yuv420p,30.0,240,8,14495735
0_06_08_25665148648-yase,21.0224,1920,1080,yuv420p,30.0,240,8,4308578
0_06_08_25669015801-yase,57.9939,1920,1080,yuv420p,50.0,400,8,5937942
0_06_08_25682249337-yase,47.3621,1920,1080,yuv420p,25.0,200,8,4498707
0_06_08_25684675515-yase,34.0266,1280,716,yuv420p,60.0,480,8,2505080
0_06_08_25695750033-yase,55.2633,1920,1080,yuv420p,25.0,200,8,1353308
0_06_08_25710232602-yase,71.5202,3840,2160,yuv420p,29.97002997002997,240,8,32551991
0_06_08_25714558053-yase,49.8983,1080,1920,yuv420p,60.006349818234845,480,8,5498873
0_06_08_25733236916-yase,46.7369,1280,720,yuv420p,30.0,240,8,718011
0_06_08_25742738265-yase,35.163,960,720,yuv420p,25.0,200,8,1301638
0_06_08_25743393598-yase,45.2222,2160,3840,yuv420p,30.0,240,8,7642067
0_06_08_25754995291-yase,50.6928,1920,1080,yuv420p,30.0,240,8,3370211
0_06_08_25758141996-yase,36.7573,720,1280,yuv420p,30.0,240,8,2929945
0_06_08_25758533335-yase,55.9922,3840,2160,yuv420p,30.0,240,8,19279947
0_06_08_25770001391-yase,36.8135,1080,1920,yuv420p,30.0,240,8,1548820
0_06_08_25781798882-yase,49.3791,1080,1920,yuv420p,30.0,240,8,3200128
0_06_08_25783439041-yase,29.4727,1920,1080,yuv420p,30.0,240,8,3008677
0_06_08_25797002555-yase,65.5825,2560,1440,yuv420p,30.0,240,8,7042379
0_06_08_25806441340-yase,56.0212,2160,3840,yuv420p,30.0,240,8,17140830
0_06_08_25824461840-yase,68.7814,1080,1920,yuv420p,60.0,480,8,4499569
0_06_08_25826165244-yase,59.9675,720,1280,yuv420p,22.25,178,8,908555
0_06_08_25840257310-yase,51.2084,3840,2160,yuvj420p,25.0,200,8,36158780
0_06_08_25846154656-yase,41.3947,1440,1080,yuv420p,30.0,240,8,2887600
0_06_08_25854609194-yase,63.6876,1080,1920,yuv420p,30.0,240,8,4769460
0_06_08_25876693501-yase,66.9904,3840,2160,yuv420p,60.0,480,8,32131440
0_06_08_25880301199-yase,65.8949,1920,1080,yuv420p,30.0,240,8,1791927
0_06_08_25900417503-yase,60.2365,1920,1080,yuv420p,30.0,240,8,4752793
0_06_08_25923747928-yase,40.1022,888,1920,yuvj420p,50.0,400,8,3735616
0_06_08_25960384065-yase,58.5458,720,1296,yuv420p,30.0,240,8,289331
0_06_08_25980305543-yase,15.8263,960,720,yuv420p,29.97002997002997,240,8,2711437
0_07_00_1424521699,50.7502,1920,1080,yuv420p,60.0,480,8,7400605
0_07_00_1505837650,44.9771,1080,1920,yuv420p,60.0,492,8,17604180
0_07_00_1508075366,72.2718,3840,2160,yuv420p,60.0,481,8,7899828
0_07_00_1508220936,38.307,1920,1080,yuv420p,50.0,402,8,20154468
0_07_00_1509641889,54.6619,1620,1080,yuv420p,30.0,242,8,429158
0_07_00_1513869431,25.4183,1372,1080,yuv420p,60.0,487,8,4804628
0_07_00_1522822613,76.0386,2560,1440,yuv420p,30.0,240,8,20557084
0_07_00_1523445303,52.779,1920,1080,yuv420p,30.0,242,0,5999556
0_07_00_1526691076,45.8659,3840,2160,yuv420p,30.0,241,0,14930451
0_07_00_1526841818,65.8654,1920,1080,yuv420p,30.0,242,8,11905133
0_07_00_1526895314,60.8462,1920,1080,yuv420p,29.97002997002997,241,8,19573059
0_07_00_1527942813,54.2391,2160,3840,yuv420p,30.0,240,8,26907649
0_07_00_1529905964,46.2719,1920,1080,yuv420p,60.0,480,8,13766652
0_07_00_1529926441,31.6371,1920,1080,yuv420p,30.0,240,8,12225055
0_07_00_1530455140,41.7594,720,1072,yuv420p,30.0,162,8,815932
0_07_00_1530851632,46.2423,1920,1080,yuv420p,30.0,240,8,9333699
0_07_00_1530993175,18.393,1440,1088,yuv420p,30.00030000300003,241,8,16776671
0_07_00_1531010601,49.203,1920,1080,yuv420p,30.0,241,8,6825940
0_07_00_1531380135,66.9475,2160,3840,yuv420p,38.0,308,8,43352123
0_07_00_1531461377,70.2405,3840,2160,yuv420p,50.0,402,0,23397729
0_07_00_1531946972,64.8529,1080,1920,yuv420p,30.0,240,8,12970648
0_07_00_1533242654,43.3581,1920,1080,yuv420p,28.0,224,8,1604144
0_07_00_1533553845,43.4211,1920,1080,yuv420p,30.0,240,8,9578404
0_07_00_1534840030,40.7872,1920,1080,yuv420p,60.0,481,8,22375619
0_07_00_1536611496,47.0419,1920,1080,yuv420p,29.97002997002997,241,8,4683715
0_07_00_1539421693,67.6866,1920,1080,yuv420p,25.0,200,8,9555853
0_07_00_1539532012,31.6663,1920,1080,yuv420p,25.0,201,8,7456895
0_07_00_1539544044,53.9795,1920,1080,yuv420p,60.0,481,8,14833085
0_07_00_1539627766,40.3753,1080,1920,yuv420p,60.0,480,0,26526157
0_07_00_1539731270,54.2922,1920,1080,yuv420p,30.0,240,0,8591697
0_07_00_1540805285,55.8399,1920,1080,yuv420p,29.97002997002997,241,8,18955838
0_07_00_1541028220,37.0795,1280,720,yuv420p,30.0,242,8,2243606
0_07_00_1542152262,43.0242,1920,1080,yuv420p,29.97,240,8,5365590
0_07_00_1542567778,40.0857,1920,1080,yuv420p,25.0,201,8,13945892
0_07_00_1543710272,68.5987,2560,1440,yuv420p,30.0,241,8,23049196
0_07_00_1543766378,38.7113,1920,1080,yuv420p,29.97002997002997,241,8,5767040
0_07_00_1544330955,53.7535,1920,1080,yuv420p,60.0,481,8,11616004
0_07_00_1545031779,46.2965,1920,1080,yuv420p,30.303030303030305,243,8,13684416
0_07_00_1546251027,35.6473,1920,1080,yuv420p,30.0,241,0,10376171
0_07_05_1596576179-yase,22.9446,1920,1080,yuvj420p,30.0,240,8,1501314
0_07_05_1603283991-yase,46.6034,720,1280,yuv420p,30.0,240,8,1754944
0_07_05_1611180147-yase,45.0091,1920,1080,yuv420p,25.0,200,8,5574794
0_07_05_1612369929-yase,48.2164,720,1600,yuv420p,20.498511155035413,164,8,1880142
0_07_05_1613541884-yase,45.7731,1920,1080,yuv420p,30.0,240,8,7994254
0_07_05_1615905310-yase,23.2656,640,352,yuv420p,23.0,184,8,867466
0_07_05_500001600765171-yase,53.5369,2160,3840,yuv420p,28.0,224,8,32678092
0_07_05_500001603208082-yase,49.9395,576,1024,yuv420p,30.0,240,8,1170772
0_07_05_500001604418503-yase,39.1065,720,960,yuv420p,30.0,240,8,1111534
0_07_05_500001608691295-yase,17.7724,1920,1080,yuv420p,30.0,240,8,166934
0_07_05_500001610518276-yase,47.5858,720,1280,yuv420p,30.0,240,8,1887959
0_07_05_500001611418477-yase,63.7538,1920,1080,yuv420p,60.0,480,8,1469491
0_07_05_500001612525627-yase,26.1614,1912,1080,yuv420p,30.0,240,8,3662952
0_07_05_500001613581094-yase,52.0332,576,1024,yuv420p,30.0,240,8,944027
0_07_05_500001615530436-yase,28.1949,1080,1920,yuv420p,30.0,240,8,3606262
0_07_06_1601143392-yase,67.0671,1080,1528,yuv420p,24.0,192,8,499348
0_07_06_1601206927-yase,56.3076,576,1024,yuv420p,30.0,240,8,1564270
0_07_06_1601483558-yase,64.8434,1440,2560,yuv420p,30.0,240,8,9157356
0_07_06_1602665408-yase,14.7446,1936,1080,yuv420p,30.0,240,8,4628633
0_07_06_1602691388-yase,61.8143,1920,1080,yuv420p,23.976023976023978,192,8,2268560
0_07_06_1603706931-yase,56.659,1920,1080,yuv420p,24.0,192,8,1845484
0_07_06_1603862519-yase,61.6967,3840,2160,yuv420p,30.0,240,8,5436726
0_07_06_1604405039-yase,36.0995,1080,1920,yuv420p,27.0,216,8,5329409
0_07_06_1605617053-yase,56.938,1920,1080,yuv420p,25.0,200,8,94623
0_07_06_1606513304-yase,68.2437,1920,1080,yuv420p,60.0,480,8,11423588
0_07_06_1607493628-yase,51.7085,1920,1080,yuvj420p,30.0,240,8,3207940
0_07_06_1609291731-yase,68.3253,1920,1080,yuv420p,30.0,240,8,1576147
0_07_06_1609687197-yase,74.2202,1080,1080,yuv420p,25.0,200,8,280072
0_07_06_1611471157-yase,50.5598,1280,720,yuv420p,30.0,240,8,1386593
0_07_06_1612058000-yase,54.5042,1600,720,yuv420p,30.0,240,8,3061694
0_07_06_1612082036-yase,60.4417,1926,1080,yuv420p,30.0,240,8,958666
0_07_06_1612542927-yase,20.9942,400,300,yuv420p,15.0,120,8,150690
0_07_06_1612573727-yase,56.8087,1920,1080,yuv420p,29.97002997002997,240,8,4795216
0_07_06_1615511540-yase,42.0855,3840,2160,yuv420p,60.0,480,8,28680118
0_07_06_1618107230-yase,52.6019,1920,1080,yuv420p,24.336686159844053,195,8,313971
0_07_06_1619774993-yase,68.4731,1920,1080,yuv420p,24.0,192,8,1044827
0_07_06_1620058295-yase,44.2729,1920,1080,yuv420p,30.0,240,8,4648741
0_07_06_1620226187-yase,55.3118,1080,1920,yuv420p,23.976023976023978,192,8,7970399
0_07_06_500001601100538-yase,62.6276,1440,1080,yuv420p,30.0,240,8,1528850
0_07_06_500001603000989-yase,25.6777,3840,2160,yuvj420p,59.94005994005994,480,8,53780145
0_07_06_500001603249669-yase,27.9169,1280,720,yuv420p,60.0,480,8,3744559
0_07_06_500001605161069-yase,31.4301,1920,1080,yuv420p,30.0,240,8,3115397
0_07_06_500001606653215-yase,49.8262,1920,1080,yuv420p,30.0,240,8,2702449
0_07_06_500001607411755-yase,57.8654,720,1280,yuv420p,30.0,240,8,308578
0_07_06_500001608313655-yase,44.9991,1080,1920,yuv420p,30.0,240,8,3114900
0_07_06_500001609342879-yase,59.5933,720,1280,yuv420p,30.0,240,8,3438458
0_07_06_500001612760746-yase,37.0331,720,1280,yuv420p,30.0,240,8,2309038
0_07_06_500001613558588-yase,35.5497,576,1024,yuv420p,30.0,240,8,373938
0_07_06_500001614641633-yase,35.0524,3840,2160,yuvj420p,120.0,960,8,45799144
0_07_06_500001615900533-yase,44.4012,1920,1080,yuv420p,59.94005994005994,480,8,6427646
0_07_06_500001618081041-yase,53.4991,854,480,yuv420p,30.0,240,8,118134
0_07_06_500001618990235-yase,41.1857,576,1036,yuv420p,30.0,240,8,362946
0_07_06_500001620991412-yase,28.5045,1280,800,yuv420p,49.01472666641592,393,8,1985031
0_07_06_500001621957416-yase,40.6305,720,1280,yuv420p,30.0,240,8,6402115
0_07_07_1601807276-yase,45.8647,640,576,yuvj444p,24.0,192,8,69110
0_07_07_1602214417-yase,50.0695,720,1280,yuv420p,30.0,240,8,2296246
0_07_07_1603162488-yase,51.7243,1920,1080,yuv420p,29.97,240,8,8715669
0_07_07_1603240227-yase,64.6257,1080,1440,yuv420p,30.0,240,8,4945817
0_07_07_1603672909-yase,21.0871,1440,1080,yuv420p,30.0,240,8,2159821
0_07_07_1603880696-yase,41.2305,1440,1080,yuv420p,30.0,240,8,3156030
0_07_07_1606650399-yase,44.0536,1280,720,yuv420p,25.0,200,8,2494145
0_07_07_1607288146-yase,65.4342,1920,1080,yuv420p,59.94005994005994,480,8,2063245
0_07_07_1607288848-yase,64.659,1920,1080,yuv420p,60.0,480,8,988199
0_07_07_1608069169-yase,37.5178,1280,720,yuvj420p,25.0,200,8,1630954
0_07_07_1610363672-yase,29.8343,3840,2160,yuv420p,59.94006309148265,480,8,15954431
0_07_07_1610601250-yase,41.3216,3840,2160,yuv420p,24.0,192,8,13906752
0_07_07_1610630433-yase,64.1182,1920,1080,yuv420p,25.0,200,8,3603225
0_07_07_1611293476-yase,65.2044,886,1920,yuv420p,30.0,240,8,1540575
0_07_07_1612328569-yase,61.9081,720,1280,yuv420p,25.0,200,8,918171
